,Rating,reviewTime,UserId,ItemId,reviewText,unixReviewTime,1,2,3,4,5
3998,5,"12 29, 2016",A2KPY1O5YG9B6I,B001OHV1H4,"I'm 63 with still nice hair but so much less than when I was younger, before menopause, so I bought both the shampoo and this conditioner to help strengthen and grow my hair possibly thicker again...the shampoo made my hair feel so stiff it was hard to push my fingers thru my scalp, I wasn't happy, but rinsed and put in this conditioner..........WOW..... my hair turned into silk.....my scalp felt cool like there is mint in the conditioner.....hope it works, I will stick it out because of the conditioner.....I also never understand when a company make the shampoo bottle larger than the conditioner bottle...we all use more conditioner than shampoo, ..i will update in a couple of months",1482969600,0,0,0,0,1
4939,5,"09 30, 2013",A3ILCNY19J5KFA,B000FOI48G,Product is as advertised - easy to use and hopefully beneficial to my dental health.  Transaction with Amazon completed with no problems.,1380499200,0,0,0,0,1
1864,5,"05 6, 2017",APQ1FY4E25XEP,B000URXP6E,"This pressed powder goes on like silk, so light weight but covers well. I don't like to use a heavy powder that shows all the wrinkles, this one is just right!",1494028800,0,0,0,0,1
3937,5,"08 21, 2017",A37XI9VKWZWZKO,B001OHV1H4,love it. will continue to use all products from herline,1503273600,0,0,0,0,1
6564,1,"11 3, 2017",A2KW4X7OVA1FII,B019DWCJDG,broke off in tube at first use.,1509667200,1,0,0,0,0
1928,5,"12 20, 2016",A22WRCL3T66COU,B000URXP6E,Eau de Hadrien is my favorite of the Annick Goutal line & the lotion is lovely.,1482192000,0,0,0,0,1
8135,5,"09 6, 2016",AYINCZ8IO1VIF,B00RG8EIWA,product is as described.,1473120000,0,0,0,0,1
2744,5,"05 5, 2018",AKFUG2XFPPWWM,B0012Y0ZG2,10 stars right here. This product helped me with my itchy skin and my sister's greasy hair complain.,1525478400,0,0,0,0,1
3853,2,"08 29, 2017",A2DQGD2M6EZRS6,B001LNODUS,another poorly packaged item from amazon. came in an envelope and the cap is smashed. does not lather up very well and the scent is too light. not overly impressed. get better products at the dollar store.,1503964800,0,1,0,0,0
607,5,"03 12, 2016",AFXJMRV438LET,B00020UR4C,"Looks great, it looks really expensive!  A great deal, very happy with it!",1457740800,0,0,0,0,1
6836,5,"05 7, 2016",A1Y5TEGKKBL5X3,B01D8BM71W,"These make up blenders by EmaxDesign work great. I love the way they blend my foundation and concealer. The blenders are very soft and easy to use.
I received this product at a discount in exchange for my honest review. This does not change my opinion of this product in any way. My reviews are for the consumer and have not been manipulated or compensated in any way.",1462579200,0,0,0,0,1
5114,5,"09 26, 2014",A3KCWQLTZHY9KU,B00EC21OIE,"The kit these refill tapes go with is great for photo shoots. You get a good amount of tapes here for the money and they work just like the original ones in the Instant Face Lift Kit. The company delivers them very quickly, too.",1411689600,0,0,0,0,1
4473,5,"10 27, 2013",A2JCJJNY43QQIV,B002RZZXYE,"I have good skin, and I try just about every skin treatment product to keep it that way. A friend suggested I give Kate Someville's ExfoliKate a try...I was just a little astonished at the price! Even the samples aren't cheap on ebay (cheaper than on Amazon for the .25 ounce sampler size if you want to give this a whirl before you make a heavy investment.)

Now I can see why! This has to be the fastest and most potent skin care product I've ever tried.

The product comes out as a pretty malachite green, with a nice, fresh smell. You massage it onto clean, wet skin, and the directions said to let it sit for up to two minutes. It feels a little warm, but not unduly so; there are those little microbeads so many skin treatments have nowadays.

My skin is hardy, so I let it stay on my skin for five minutes before I rinsed it off.

Wow...just wow! My skin looks phenomenal, and it feels as smooth as a baby's bottom.

I was weighing buying a Clarisonic, but after this treatment, I can't see how my skin could better! I'm going to invest in the big tube - I can see ExfoliKate has earned a permanent place on my beauty treatment shelf.

Listen to what people are telling you; this really is THAT good.",1382832000,0,0,0,0,1
4150,5,"01 18, 2016",A227E7W4KXAOXG,B001OHV1H4,"It was scary when Tigi stopped making this stuff, and we were all scrambling to buy whatever was left online  now I guess they're making it again, so thank god.  They changed the packaging but it's still the same great product.  This has been my favorite shampoo and conditioner for over ten years now  it's the best of all worlds.  I even gifted some to my boyfriend, who has long curly hair, because he loves using mine so much.",1453075200,0,0,0,0,1
2512,5,"10 23, 2013",A12B5Y225ADJWE,B000URXP6E,My favorite color:) a nice brown with some sparkles. I would recommend to a friend any day of the week!!!,1382486400,0,0,0,0,1
8349,5,"05 25, 2015",A36FFM5OUBWGOL,B00XBLQL94,"This shampoo lathers VERY well. I haven't had to use any other products when using this stuff. In addition to lathering very well, it adds shine, cleans thoroughly, it's gentle on the scalp, great scent, and it improves hair health. ",1432512000,0,0,0,0,1
2755,5,"04 22, 2018",A1L0QECT7J93ZP,B0012Y0ZG2,"Great body wash for sensitive skin. Definitely works for me. Leaves skin moisturized and clean. Will repurchase for sure.
PS: the candy scent is very pleasant as well.",1524355200,0,0,0,0,1
4746,5,"11 13, 2012",A2OL5WLCNZVD9K,B007JUIBMI,"I have used a variety of ""mouthwashes"", starting with my mother's Listerine, the odor of which I do not like. At a certain point I eliminated alcohol from my life and since that substance is absorbed on the tongue, I went in search of mouthwashes that did not contain it. This rinse is not emblazoned with the ""Alcohol Free"" claim (it is there in fine print); the ingredients do not list alcohol. My bottle gives the ingredients as: Active ingredient - Cetylpyridinium chloride 0.1%; Inactive ingredients - water, glycerin, hydrogen peroxide, flavor, sucralose, poloxamer 407.

Since I like the idea of a whitening mouthwash that can help me combat the inevitable coffee staining, I had been using Crest 3D White, which is alcohol free but which a lot of reviewers don't like because of its hydrogen peroxide. Some of those people have complained that it made their teeth - or maybe gums - sensitive.  So I have compared the two.

I like this Crest Pro-Health Clinical Oral Rinse better. My mouth feels cleaner. And I do have a couple of tooth/gum problems that it seems to help with. I have used the two interchangeably for comparison purposes. I use this daily, or I should say nightly before bed, following thorough brushing and flossing. Just think of the millions of bacteria it kills, that can't etch your teeth with their acid.

With this rinse, I do notice sensitivity of gums and/or teeth when rinsing with clear water after use. I do that because there is some theory that hydrogen peroxide should not remain in the mouth. The sensitivity, which is certainly akin to pain, is not sufficiently severe to make me stop using the rinse.

UPDATE: After I got through the sample I was sent, I went looking for more but could not find any in our local stores. So I sent for some from Amazon; I like it that much. (That's one way to use the Vine program: make consumers out of us.)",1352764800,0,0,0,0,1
7777,5,"09 29, 2015",A38FB414U3B72L,B00I6M6NDC,Great color,1443484800,0,0,0,0,1
3611,4,"01 29, 2016",A1F4BVHEE78OVF,B0013NB7DW,Still does a great pre shave job.,1454025600,0,0,0,1,0
7486,1,"12 15, 2014",A2JR5ZTSYSIQYX,B009QZF5K0,"Don't waste your money on this lipstick unless you like the taste of PERFUME (bitter, alcohol laden)!!  What perfume is doing in a lipstick is beyond my comprehension!  YUCK!!  I love Dior fragrances (Miss Dior, Jadore) but this is beyond ridiculous!  The color is lovely, a nice nude, and I was hoping that this would be a great formula.  However, it stays on for 10 minutes maximum and sinks into the fine lines around the mouth.  The color wears off very quickly and all that's left is the goop in the fine lines!  AWFUL!! It's heavily fragranced (it stinks) and the taste....really terrible!  I also love other Dior makeup (foundation, powder, concealer) but I will never again buy another Dior lipstick!  Truly terrible!  I bought this lipstick at Sephora and will certainly return it!  I'm not spending hard-earned cash on something that is truly revolting!  If all I wanted to do is look at the pretty color, then I'd keep it.  But I want to actually wear it (silly me) but with it's vile characteristics, there's no chance of that happening!!!  I definitely don't recommend this lipstick.",1418601600,1,0,0,0,0
8122,5,"01 30, 2015",A2MNB77YGJ3CN0,B00QYJ84GI,"I do a lot of crafts -- especially paper crafts -- and have several versions of similar boxes filled with small flowers, embellishments, etc.

This one stands apart from the rest.  It's VERY durable -- the bottom is ""frosted,"" the top is clear; the lid fits tightly onto the bottom and also sits flush against the compartments without any gaps at all; and the clasp is tight fitting and solid.

I love the adjustable aspect of this.  The ""row height"" is fixed at about 1 1/8"", but the ""cell width"" is totally adjustable by moving the plastic tabs around.  The tabs move easily and seat securely, making reconfiguring a piece of cake.

All of this versatility combines to make this incredibly useful for paper crafters.  I've loaded mine with a collection of sequins, brads, eyelets, and flat-backed ""gemstones.""  I've shaken it and dropped it, and not a single sequin is out of its compartment.  That's a precision fit!

Very pleasantly surprised by this item -- I was NOT expecting the level of quality here.  I'm probably going to be purchasing several of these to replace some of my existing boxes -- they're that good!
(Sample provided for review; opinions expressed are my own based on my experience with this item.)",1422576000,0,0,0,0,1
7804,5,"12 26, 2015",A3198GM67GYA92,B00IJEX28Q,GOT HER WAY AHEAD OF SCHEDULE,1451088000,0,0,0,0,1
5106,1,"12 23, 2013",A3I3BI5PFL3MSH,B00EBZD0PW,If you're looking for a perfect nude lip then this is the way to go. If you're looking for a lip stick base then this is not it.  While your lip color may adhere to this concealer it will lighten it a lot. Again that may be good if that's what you're looking for. I wasn't in the market for a lipstick lightener.,1387756800,1,0,0,0,0
6078,5,"10 26, 2015",ADMZA44JUM6AS,B00XOR9X1I,"Excellent quality keychain clippers.  Because of their size, we weren't expecting much, but these things work as well as full size nail clippers... Razor sharp, thin and compact,.and designed to stay out of the way until you press the button. My wife and I put these on our keychains so we'll  always have clippers on the go  Recommend
<discount provided for evaluation and review",1445817600,0,0,0,0,1
2760,5,"04 17, 2018",AYY463Q7V3LTU,B0012Y0ZG2,Really good one my head feels really relaxed after chemical shampoos it's pretty big bottle.thanks for inventor.,1523923200,0,0,0,0,1
112,5,"09 14, 2017",A1U4MBURSADCDU,B00006L9LC,love this shampoo,1505347200,0,0,0,0,1
4504,5,"04 2, 2017",A23QZFNMVLNC02,B003XGYTQE,Thanks,1491091200,0,0,0,0,1
88,1,"03 27, 2018",A3IOV1NJ4IM2HC,B00006L9LC,"Throwing it away, burned my scalp.",1522108800,1,0,0,0,0
2876,5,"02 15, 2017",A14R11HV2H7AVW,B0012Y0ZG2,Also a very good product,1487116800,0,0,0,0,1
7450,5,"08 6, 2014",A32PX7W05VFWOJ,B007I0M5F8,I love this cleansing cream. I also bought the body cream. Love the smell.,1407283200,0,0,0,0,1
299,5,"03 7, 2016",A2XF4LU8DZCGKV,B00006L9LC,"Although it's pretty long, it fits perfectly. It looks very similar to the style of the lab coat given to me by my school.",1457308800,0,0,0,0,1
7838,5,"03 24, 2016",A1GQAKL9CGQLP1,B00J4FJUQM,"Sometimes you want sweet, sometimes you want salty. Sometimes you want a chip and sometimes popcorn sounds tasty. This Popcorners Kettle Popped Corn Chips combine all four wants into one light chip with great texture. The texture is kind of a bubbly, quilted texture which enhances the chips' appeal.

The kettle flavor is just the right amount of sweetness to me so it's not overpowering, yet you can taste a bit of saltiness, too. And the chips are fairly healthy, as they are lowfat, low sugar and low salt.

Ingredients listed on bag: enriched Yellow Corn {Yellow Corn, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid}, Sunflower Oil, Sugar, Sea Salt. The oil used is a healthy oil and like the use of sea salt instead of regular salt.

These are air popped with real corn. One bag has 140 calories and is low sodium (110 mg or 5% DV) and low sugar (3g), so they are relatively guilt-free. There are no artificial additives or preservatives and they are gluten free. This kettle is one of my favorite flavors and the only sweet flavor they make. I like the sea salt, too which tastes like salted popcorn.

Great to serve at a party for something a little different.",1458777600,0,0,0,0,1
2833,5,"06 28, 2017",A1TEIICSK5IK0V,B0012Y0ZG2,"I weirdly got this at a Dave & Buster's in Culver City with game tickets the first time I tried it. I had never worn powder before. That was two years ago, and I continue to wear this powder every day. It makes my complexion look so even and hides the redness I get after drinking too much coffee. Highly recommend!",1498608000,0,0,0,0,1
5921,5,"08 10, 2017",A3GPN6JJX5UF2,B00W259T7G,"Oh my gosh! The entire bathroom smells like heaven. I walked in there after my husband got out of the shower and he said he'd just opened and used it. This smells divine, for what it's worth to you. The fact that there's shea butter in it and GOOD for our skin is the icing on the cake (and probably why I bought it in the first place). Thanks!",1502323200,0,0,0,0,1
6987,5,"07 19, 2016",AKMEY1BSHSDG7,B01F22HT1S,"I used this cleanser the moment it arrived. I was intrigued by the charcoal ingredient and seriously wondered if I would love it or hate it! Well, I absolutely love it, but I must say more. I had been wearing lots of foundation that day, along with a primer, blush, powder, shadow, liner, etc., etc., and so on.  I swirled the face wash around on my face using my fingers, and my makeup looked and felt as though it was melting or dissolving on my skin. After working it around, I used a washcloth and very warm water to lightly massage my skin and finally splashed it off with cool water. After drying, my skin felt not just clean but refreshed and revived. I checked my skin out in a magnifying mirror and bright light to discover that my pores actually looked smaller and there was no evidence or irritation. My skin felt as smooth as though I had actually used one of my granular scrubs! Amazing!! I did receive a sample for review, and I have to say that this stuff is really, really good!",1468886400,0,0,0,0,1
6927,4,"11 10, 2016",AWZRUTD8V7SUE,B01E6NITSG,"The BeneU Facial Cleaner & Massager is a fascinating silicone skin care tool.  After charging it the first time, which takes about 3 hours, you simply unplug it and put the plug cover on to protect it from internal water damage.  The facial cleansing side allows you to turn on the sonic pulsing while you use your favorite facial cleanser to wash away makeup, dirt, and pollution to leave your skin soft, smooth, and, most importantly, clean.

The other side allows you to gently massage your face and neck to stimulate blood flow and gently massage fine lines and wrinkles away.  The pulsing can be gentle or more rigorous to suit your mood or desire.  Because it's made with silicone, the BeneU Facial Cleaner and Massager is easily cleaned and won't harbor unsafe bacteria and germs.  I found that it left my face feeling really soft and smooth.  The shape is a little awkward, in my opinion, but it's not a deal-breaker.  The best part is that it's very affordable.",1478736000,0,0,0,1,0
4823,5,"03 9, 2016",A1SCQZYKVCXJ5,B0091OCA86,I love this is a vit C product and other natural peptides and I use it in combination with the other 2 toners a bit of sprits of each to dry then the illuminating serum! If just alone it can be drying because it's vit C but with the rose 1000 added after its great as it has hyalauronic acid and then the serum is the final touch. I have not had a break out and my face is so moisturized. I love I can purchase it in stores and online and online is way cheaper. Will be a regular customer.,1457481600,0,0,0,0,1
6488,5,"06 14, 2016",A2JR5ZTSYSIQYX,B018K6GHZC,"I got this natural bristle fan brush for $1.58, an unbelievable price.  Yes, it came from China, where the value of the US dollar must be huge.  I washed it before using it, simply because I wanted to, not that it had a strange odor or anything like that.  This brush is a bit large for close work but for applying highlighter powder to the top of my cheekbones, it works perfectly.  I ordered another one prior to receiving this one but when the package came, I accidentally cut off half the bristles.  I think I paid about $4 for that one but when I went to reorder it, the price had gone down by more than half.  I have a lot of very expensive brushes so I was pleasantly surprised at the nice quality of this brush.  I wasn't looking for anything fancy and this brush does the job beautifully.  It picks up just the right amount of powder and once I tap off the excess, the exact amount is left on the bristles.  It also washes nicely with baby shampoo.  It also doesn't shed at all, which is weird for such an inexpensive brush.  I look forward to using it regularly.  If you need a medium size fan brush, this is a great one and a real steal.  However, shipping does take quite a while.  I definitely recommend this brush.",1465862400,0,0,0,0,1
8990,4,"07 4, 2016",A11WQTPV352LGH,B01FF30LLY,"If you have very dry or very mature skin then this is the day cream for you!  As much as I liked this Rich Day Cream by Living Nature it was just a little to intense for my oily/combination skin.  It was still something I enjoyed using but I had to stick to using it on my neck and decollete during the day or just use it as a night cream.
It is a very hydrating and nourishing cream that leaves skin soft and supple and moisturized all day long.  As with a lot of the other Living Nature products this one has all natural Active Manuka Honey Totara Extract which help promote moisture, nourishment and fight off skin-ageing free radicals!
However, if you have oily or combination skin this might not work as a day cream but I would highly recommend it for dry skin.
***As a beauty and skincare blogger I did receive this product at a discount in exchange for my honest, unbiased review.  However, all of my ratings and reviews are my own thoughts and my own opinions and if I don't believe in the product and use it myself then I will not provide a positive review or rating.***",1467590400,0,0,0,1,0
8937,5,"08 25, 2016",A3H5QGH5OD2XGX,B01EGCE8EG,"Marie Ernst has mastered the art of making fine, skin-nourishing soaps; be sure to read all the details they've provided about their amazing products! I have used both the patchouli and the lemon soaps. These soaps are unique in that they can be assembled like Lego blocks so that there is a pumice (exfoliating) side and a nourishing, super-fatted, moisturizing side. The pumice side is gentle, and can be safely used even over bony areas such as the collarbone without irritating sensitive skin. The moisturizing side is beyond compare for its qualities. When you use it, it doesn't feel like it all rinses off - be assured that it does, that sensation is just the extreme moisturization taking effect! Afterward, my skin feels smoother, more moisturized, and silkier for the rest of the day. This wonderful texture increases with just a little additional everyday moisturizing lotion, but it really is due to the soap.

Don't let the price tag fool you. This soap is just incredible, and I really never thought I'd say this, but it's worth the cost!

Additionally, this gift box is so lovely, truly a beautiful presentation, with the soaps, which are over wrapped, enclosed in elegant sleeves with hand-tied black satin ribbons. For a lovely, unique, and beneficial gift, this is an outstanding choice! The pricing reflects a substantial savings over the individually packaged pricing, too.

Treat yourself or someone you care about to the finest soap they'll ever enjoy. I love it so much that I shared it with my three daughters and will be buying it as gifts for dear friends to enjoy. My goal is to make Marie Ernst customers out of everyone!",1472083200,0,0,0,0,1
8284,5,"04 19, 2016",AGXW8BFME8048,B00VG1AV5Q,This is a great product. It is alcohol free but holds well . I used to get it at Sally's but they discontinued it . Thankfully I was able to buy it here.,1461024000,0,0,0,0,1
4691,4,"07 2, 2017",A32NJU46YLPZG7,B006WYJM8Y,"Pretty color, just what I was looking for! :)",1498953600,0,0,0,1,0
8331,5,"08 7, 2015",AT53ZTTO707MB,B00WQAM0TG,"When I first received this jar of exfoliate and scrub, I used it as a ""stand-alone"" product.  I used very wet hands, just a bit of scrub and not too much pressure.  It's great:  Not too harsh/particles not too large or sharp; fragrance is un-assuming and very pleasant, and my skin feels so soft, with great buoyant texture after I've rinsed and patted dry.

I don't feel the need to use it more than a few times a week--definitely not every day.  When I do use it, I still feel the need to use my usual Deep Clean facial gel cleanser.  Always looking for a way to speed things up and get in and out of the shower quickly, I happened to hit upon a practice that seems to work superbly for me:  Now, when I feel the need for a bit of scrub--when my gentle gel cleanser needs a boost--I wet my face and my hands, dip out a bit of this scrub, then pump my gel cleanser on top of it.  I work it all onto my face together.  Pretty amazing results, and just what I need a few times a week.

*I received a free sample from Elrique Naturals.",1438905600,0,0,0,0,1
7561,5,"02 1, 2014",AY12DBB0U420B,B00BPPITEI,"Many years ago, I was a  runner. I used to race every weekend and I've completed 11 marathons with a best time of 3:27. I finally gave up marathoning at about the age of 50 because of recurring sore ankles. I continued running for  another 20 years but finally gave it up altogether at about the age of 70. The problem was sore ankles, particularly the left ankle. Those ankle problems continue until today and I'm now 77.

The ankle problems are no big deal and I'd do the whole thing over if I had the chance. I take some minor pain medications when they act up. One of my favorites has been Bengay Pain Relieving Cream. It helps.

A couple weeks ago, I slipped on a stairs and gave my left ankle a good  twist. Now, it really hurt and the Bengay didn't seem to help much. I was mentioning this to my Mother-In-Law (from Russia) and she  suggested Alezan Cream For Joints, a product from Russia. Okay, I decided to try it when I discovered it was available on Amazon.

The Alezan Cream is sorta like the Bengay in that it comes in a plastic tube, I put a little on a hand and then rub it in to my sore ankle. Afterwards I put a sock on that leg to control the Alezan over night. Acually, I have no idea if this is the correct way, in that the Alezon comes only with explanations, cautions and instructions in Russian. Such is life.

I'm really surprised that I've had excellent results, much better than with Bengay. The next morning, my ankle is pain free and walking  around on it was much  easier. What a relief! I can't imagine that a topical salve,  such as this,  does the damaged interior any good, but it certainly makes it feel a lot better. I plan to continue until my ankle feels better and then keep a supply around in case I ever injure it again.

Gary Peterson",1391212800,0,0,0,0,1
678,5,"09 22, 2017",A281NPSIMI1C2R,B0006O10P4,"Warm, soothing and a little spicy. This zum bar soap is perfect for fall weather. The creamy goat milk base makes it very moisturizing. I'm in love with all the zum bar soaps and keep trying new ones. This scent is the most comforting so far. I give these soaps away as gifts as well. This one would make a great holiday gift because of the frankincense and myrrh.

~The Rebecca Review",1506038400,0,0,0,0,1
4278,5,"09 9, 2014",A2CA0MJP6O4ZZL,B001OHV1H4,The best hair product ever,1410220800,0,0,0,0,1
3260,5,"04 25, 2015",A397WXW8JOK3RT,B0012Y0ZG2,It is beautiful,1429920000,0,0,0,0,1
3044,5,"04 22, 2016",AUBJHP5EYBWWT,B0012Y0ZG2,Great anti-frizz product!,1461283200,0,0,0,0,1
609,5,"01 12, 2016",ABA01PBYFVWXE,B00020UR4C,Good quality product,1452556800,0,0,0,0,1
5621,5,"05 1, 2015",A3KCWQLTZHY9KU,B00RX67UZW,"Originally I received the mask without the mouth opening - I wrote to the seller and they immediately replaced it with the proper mask - and let me keep the incorrect mask as well! It has a nice zipper in the back with a protective layer under the zipper to keep you from zipping up your hair - however, be careful not to zip up the protective layer, it can be a little tricky - not something to do in a hurry if you want to keep the zipper from getting stuck. As far as looks go, since it's not a ""custom fit"" there is a little bagginess at the top, but it certainly worked for my photo shoot and has gotten compliments. It's comfortable even though your head is enclosed and it does read as ""latex"" even though it's a mix of that and spandex.",1430438400,0,0,0,0,1
1180,5,"11 20, 2016",A24NTDGOS70ZA9,B000FI4S1E,Love these Songelle products.  All was good.,1479600000,0,0,0,0,1
5113,5,"02 24, 2015",A1V422NKJ0D1BN,B00EC21OIE,great product!,1424736000,0,0,0,0,1
4431,5,"05 15, 2012",ABPNZ9RKXOP0E,B002DHVAZW,purchased to easily maintain and clean my norelco razor. Just place in cleaner and press button and forget. Am very pleased with results.,1337040000,0,0,0,0,1
4001,5,"12 19, 2016",AXZPSRWKSDO27,B001OHV1H4,"Christmas present.
My son loves the variety. Inviting look.
Efficient packaging. Arrived in a few days.  :)",1482105600,0,0,0,0,1
411,5,"04 16, 2015",A1D82V07WELVCE,B00006L9LC,excellent quality and fast shipping,1429142400,0,0,0,0,1
8000,4,"04 27, 2016",AZQZIAWSFBHLW,B00N7R0PHG,Item was received and was as described,1461715200,0,0,0,1,0
1205,5,"07 4, 2016",A20B9DRVC87T06,B000FI4S1E,Love!,1467590400,0,0,0,0,1
1070,5,"06 8, 2011",A1EMZLER8HYFXU,B0009RF9DW,"After being curious about the Philosophy line of products, I decided to try them.  Grace was my mother's name, so what better way of being introduced to a new product?  The smell is heavenly, not overpowering. Scent lasts so long. Leaves skin refreshed and smooth. Can't wait to try more in the Philosophy line of shower products.",1307491200,0,0,0,0,1
2177,5,"10 24, 2015",A24A9FRVM8TQZS,B000URXP6E,Item just as described,1445644800,0,0,0,0,1
2228,5,"08 7, 2015",A274J0XAP9U68Y,B000URXP6E,Nest products are the best. A bit pricey but worth the price.,1438905600,0,0,0,0,1
8202,5,"06 1, 2015",A1G3MTAU8Z6CNG,B00STKR9YS,"Stunning, just like picture. I will definitely reorder when I am out.",1433116800,0,0,0,0,1
6103,5,"08 9, 2015",A27TB72QV6SBID,B00YMMOHU6,"Ylang Ylang Oil is one of my favorite oils scent wise because of the floral-y smell so trying this Ylang Ylang Oil By Pure Body Naturals was definitely an excitement to me! Pure Body Naturals has indeed made a high quality Ylang Ylang oil that smells just as floral-y as any other brand of ylang ylang oil I've tried. I love using this Ylang Ylang oil in my oil diffuser and letting it fill up my house with that amazing relaxing scent. I have some artificial flowers so I wanted to see if I could put a little bit of the Ylang Ylang oil on them to make them have the floral scent so whenever I'm around them I can smell them and feel like I have real flowers next to me. I put a couple drops on a cotton ball and ran it over the artificial flowers and surprisingly it worked!

This Ylang Ylang Oil comes in a 4oz bottle which will last for a long time for me personally anyways. It also comes with a glass dropper so you can get the right amount of oil without wasting it. I would definitely recommend this Ylang Ylang Oil By Pure Body Naturals!

**I received a discount on this product for testing and reviewing purposes and this is my honest and unbiased opinion**",1439078400,0,0,0,0,1
4812,1,"12 10, 2013",A2LAS014NSRW72,B008YQM4A6,"I bought this as I was really motivated by the commercials for this ""Optic White"" mouthwash. I was a victim of the promise.  Maybe it does work, but seriously, this is NASTY stuff.  NASTY.  I would force myself to use it (white teeth=life's problems solved!), but then end up spitting it out short of ten seconds.  I hate that I bought a four pack and am stuck with two unopened bottles.

I'm not a wimp with flavors, but this is gross. Hate.",1386633600,1,0,0,0,0
6472,3,"02 28, 2016",A3PR4E9LZ76KOJ,B0188YXD5I,It ok some hairs fall out and it really soft not really good for contour,1456617600,0,0,1,0,0
4923,1,"03 6, 2014",A2O4GZWGA2IKHL,B000FOI48G,I bought this and I don't find the purpose of it. I bought for my boys to avoid dealing the issue of plaque and I can honestly tell you that this did not do the job... I am still trying to find something that can help me with this issues for my boys.,1394064000,1,0,0,0,0
7831,5,"01 20, 2017",AATIW1XBE0NBE,B00IYPS1B8,The best,1484870400,0,0,0,0,1
4285,5,"08 19, 2014",A1IP4AIXPHF55Y,B001OHV1H4,I have used HBL Hair Masque before and love the way my hair feels when I rinse out the masque. My hair is definitely more manageable. I would recomment this product to anyone experiencing dry or damaged hair.,1408406400,0,0,0,0,1
8305,2,"05 17, 2016",A2KYOC9YNAL3B6,B00W10550C,This soap did not impress me. It is quite expensive for basic handmade soap(s).,1463443200,0,1,0,0,0
1739,5,"02 13, 2013",A62S8THB8S60B,B000URXP6E,"~BACKGROUND~
We purchased this cape to use when my wife gives me and my son haircuts.

~PROS~
- Adjustable neck strap (works on me and my 7 year-old son)
- Good size at 36"" x 54""
- Repels water
- Appears to be well made

~CONS~
I would prefer a snap closure versus the velcro which tends to hold hair - a minor gripe though.

~CONCLUSION~
This cape has made cutting hair easier as it keeps cut hair off of clothes and contains a lot of hair so it can be dumped into the trash can and shaken out outside.",1360713600,0,0,0,0,1
496,5,"02 4, 2014",A31XUJMEDBUGKR,B00006L9LC,"Beautiful Beginnings have been the answer to my prayers when it comes to my daughter's very thick and curly hair. The shampoo, Detangler and Conditioner work like a charm together. Her hair was breaking too much prior to me using these, not, I only get a few strands when am all done washing and combing her hair. I can't seem to find them in the local Sally Beauty Supply nor grocery stores. Highly recommend!",1391472000,0,0,0,0,1
369,5,"08 27, 2015",AJIQ6LH2YTZH8,B00006L9LC,I use Oglivie hair perm all of the time.  It's a great product for fine hair.,1440633600,0,0,0,0,1
6287,5,"01 4, 2016",A1Y5TEGKKBL5X3,B014DH4FTC,"This stuff is fantastic. This is the best eye cream. This cream is for puffiness, wrinkles, dark circles. It has a great scent, I love it and makes me feel so refreshing. This is really easy to put on. I put it on in the morning, and at night.
I received this product at a discount or free in exchange for my honest review, this does not change my opinion of this product in any way.",1451865600,0,0,0,0,1
7242,5,"08 13, 2016",AGN7T6Q04S0ZC,B001JHYKBS,"I've used this product for a number of years now, I love it",1471046400,0,0,0,0,1
236,5,"07 13, 2016",A2RRQ78UZSEDF1,B00006L9LC,Works great!,1468368000,0,0,0,0,1
6349,5,"11 24, 2015",A1JG7TQ7G139JW,B01636G5SK,"This body brush has a head that is smaller and softer than others that I have used, so I would have to rate it as indeed being soft; however, it is still definitely stiff enough to exert a good scrub/ exfoliation of the skin. This body brush would suit those who have sensitive skin, or skin that is prone to irritation or rash, elderly people, children, body brush beginners or those who just like a gentler body brush experience.
My advice is to avoid using the brush in the shower or bathtub as true body brushing should be executed when the skin is dry, also the wood can swell due to being wet and one day the brush head may not fit back onto the handle properly (my experience from another similar type of body brush). I bought this as a promotional item and this is my experience of it.",1448323200,0,0,0,0,1
2916,5,"12 14, 2016",A1JL5CJJDECOH4,B0012Y0ZG2,Great product!,1481673600,0,0,0,0,1
6272,1,"04 10, 2016",AM18CU72YEWH5,B0144E3WPM,"I just spent an afternoon testing this unit on three items.  I tried it for lengths of time varying from 5 to 30 minutes. They'd had more than 2 hours total by the time I gave up. I tried without heat. I tried with heat.  I tried with more heat. I tried without detergent. I tried with detergent. In the last test I maxed out everything. End result, none of the items are even slightly cleaner.  I am returning the unit for a refund.",1460246400,1,0,0,0,0
